╔════════════════════════════════════════════════╗
║      Optimal Solver - Starting from Scratch    ║
╚════════════════════════════════════════════════╝

Map: starting_simple.txt
Initial Temperature: 100000.0
Cooling Rate: 0.999995
Max Iterations: 100000000
Budget: $200

Grid: 7x5
Found 17 valid command locations:
  [1,0] building (2 floors)
  [2,0] building (2 floors)
  [3,0] building (2 floors)
  [5,0] P (1 floor)
  [2,1] building (2 floors)
  [3,1] P (1 floor)
  [5,1] building (2 floors)
  [1,2] building (2 floors)
  [3,2] building (2 floors)
  [5,2] building (2 floors)
  [2,3] building (2 floors)
  [3,3] building (2 floors)
  [5,3] P (1 floor)
  [1,4] building (2 floors)
  [3,4] building (2 floors)
  [4,4] building (2 floors)
  [5,4] building (2 floors)

Starting from EMPTY grid: Score=7062
Beginning optimization...

Iter      | Temp     | Current    | Best       | Accept | Cost  | Commands
  7365000 |  26148.9 |       7062 |      52187 | 7243178 | $  0 |        0  (42s)
  7370000 |  25503.3 |       9750 |      52187 | 7248119 | $180 |       10  (42s)
  7375000 |  24873.6 |       8750 |      52187 | 7253035 | $ 60 |        5  (42s)
  7380000 |  24259.4 |       5500 |      52187 | 7257962 | $110 |        8  (42s)
  7385000 |  23660.5 |      12000 |      52187 | 7262874 | $ 90 |        5  (42s)
  7390000 |  23076.3 |       7062 |      52187 | 7267790 | $ 20 |        2  (42s)
  7395000 |  22506.5 |       9625 |      52187 | 7272727 | $ 60 |        3  (42s)
  7400000 |  21950.9 |       9062 |      52187 | 7277665 | $130 |        5  (42s)
  7405000 |  21408.9 |       7062 |      52187 | 7282584 | $ 60 |        2  (42s)
  7410000 |  20880.3 |      10000 |      52187 | 7287503 | $160 |       11  (42s)
  7415000 |  20364.8 |       7062 |      52187 | 7292440 | $ 70 |        3  (42s)
  7420000 |  19861.9 |       9062 |      52187 | 7297363 | $ 30 |        1  (42s)
  7425000 |  19371.6 |       6312 |      52187 | 7302293 | $110 |        7  (42s)
  7430000 |  18893.3 |       7062 |      52187 | 7307213 | $ 10 |        1  (43s)
  7435000 |  18426.8 |       7593 |      52187 | 7312120 | $ 40 |        2  (43s)
  7440000 |  17971.8 |      10750 |      52187 | 7317026 | $180 |       10  (43s)
  7445000 |  17528.1 |       7062 |      52187 | 7321933 | $ 30 |        1  (43s)
  7450000 |  17095.3 |       8062 |      52187 | 7326839 | $ 30 |        1  (43s)
  7455000 |  16673.2 |       9000 |      52187 | 7331766 | $200 |       12  (43s)
  7460000 |  16261.6 |       7062 |      52187 | 7336662 | $150 |        8  (43s)
  7465000 |  15860.1 |       8062 |      52187 | 7341567 | $ 50 |        3  (43s)
  7470000 |  15468.5 |       7062 |      52187 | 7346465 | $  0 |        0  (43s)
  7475000 |  15086.6 |      12562 |      52187 | 7351352 | $110 |        6  (43s)
  7480000 |  14714.1 |       9500 |      52187 | 7356236 | $120 |        6  (43s)
  7485000 |  14350.8 |       7000 |      52187 | 7361142 | $110 |        5  (43s)
  7490000 |  13996.5 |       7187 |      52187 | 7366028 | $160 |       10  (43s)
  7495000 |  13650.9 |       7062 |      52187 | 7370913 | $ 10 |        1  (43s)
  7500000 |  13313.8 |      19250 |      52187 | 7375790 | $150 |        9  (43s)
  7505000 |  12985.1 |      10062 |      52187 | 7380667 | $ 70 |        4  (43s)
  7510000 |  12664.5 |       8062 |      52187 | 7385529 | $ 30 |        1  (43s)
  7515000 |  12351.8 |       8062 |      52187 | 7390412 | $ 70 |        3  (43s)
  7520000 |  12046.9 |       7062 |      52187 | 7395246 | $ 20 |        1  (43s)
  7525000 |  11749.4 |       7625 |      52187 | 7400085 | $ 20 |        2  (43s)
  7530000 |  11459.3 |       7062 |      52187 | 7404957 | $ 10 |        1  (43s)
  7535000 |  11176.4 |       4593 |      52187 | 7409798 | $ 70 |        5  (43s)
  7540000 |  10900.5 |       7562 |      52187 | 7414647 | $ 30 |        1  (43s)
  7545000 |  10631.3 |       6312 |      52187 | 7419511 | $ 10 |        1  (43s)
  7550000 |  10368.8 |       7062 |      52187 | 7424334 | $ 10 |        1  (43s)
  7555000 |  10112.8 |      13000 |      52187 | 7429144 | $110 |        7  (43s)

🔥 RESTART #23 - Reheating! (stuck for 321887 iterations) Temp: 50000.0 (43s)

  7560000 |  49315.7 |       7062 |      52187 | 7434050 | $ 30 |        1  (43s)
  7565000 |  48098.1 |       7062 |      52187 | 7439020 | $ 10 |        1  (43s)
  7570000 |  46910.6 |       9062 |      52187 | 7443986 | $ 30 |        1  (43s)
  7575000 |  45752.3 |      11250 |      52187 | 7448961 | $ 50 |        5  (43s)
  7580000 |  44622.7 |       7062 |      52187 | 7453930 | $ 30 |        2  (43s)
  7585000 |  43521.0 |       8312 |      52187 | 7458897 | $160 |        9  (43s)
  7590000 |  42446.4 |       7562 |      52187 | 7463865 | $ 30 |        1  (43s)
  7595000 |  41398.4 |      11062 |      52187 | 7468827 | $180 |        9  (43s)
  7600000 |  40376.3 |       6531 |      52187 | 7473793 | $ 10 |        1  (43s)
  7605000 |  39379.4 |       9062 |      52187 | 7478747 | $190 |        7  (44s)
  7610000 |  38407.1 |       9250 |      52187 | 7483700 | $160 |       12  (44s)
  7615000 |  37458.8 |      10562 |      52187 | 7488652 | $190 |       10  (44s)
  7620000 |  36534.0 |       7062 |      52187 | 7493593 | $ 30 |        1  (44s)
  7625000 |  35631.9 |       6562 |      52187 | 7498549 | $ 10 |        1  (44s)
  7630000 |  34752.2 |       9062 |      52187 | 7503512 | $160 |        9  (44s)
  7635000 |  33894.1 |       9812 |      52187 | 7508463 | $130 |        6  (44s)
  7640000 |  33057.3 |       9000 |      52187 | 7513429 | $ 40 |        2  (44s)
  7645000 |  32241.1 |       4906 |      52187 | 7518359 | $170 |       11  (44s)
  7650000 |  31445.1 |      10750 |      52187 | 7523307 | $130 |        8  (44s)
  7655000 |  30668.7 |       8250 |      52187 | 7528258 | $ 90 |        5  (44s)
  7660000 |  29911.5 |       9062 |      52187 | 7533212 | $100 |        4  (44s)
  7665000 |  29172.9 |       9062 |      52187 | 7538161 | $110 |        5  (44s)
  7670000 |  28452.7 |      14062 |      52187 | 7543095 | $150 |        7  (44s)
  7675000 |  27750.2 |       6875 |      52187 | 7548033 | $ 60 |        4  (44s)
  7680000 |  27065.0 |       9937 |      52187 | 7552969 | $130 |        8  (44s)
  7685000 |  26396.8 |       8750 |      52187 | 7557916 | $ 20 |        2  (44s)
  7690000 |  25745.0 |       8500 |      52187 | 7562849 | $ 50 |        4  (44s)
  7695000 |  25109.4 |       7625 |      52187 | 7567790 | $ 60 |        5  (44s)
  7700000 |  24489.4 |       6562 |      52187 | 7572725 | $ 20 |        2  (44s)
  7705000 |  23884.8 |      11375 |      52187 | 7577647 | $190 |        9  (44s)
  7710000 |  23295.1 |       8062 |      52187 | 7582571 | $120 |        7  (44s)
  7715000 |  22719.9 |       8218 |      52187 | 7587500 | $140 |        8  (44s)
  7720000 |  22158.9 |       7062 |      52187 | 7592413 | $ 10 |        1  (44s)
  7725000 |  21611.8 |      10062 |      52187 | 7597326 | $160 |        7  (44s)
  7730000 |  21078.2 |       7062 |      52187 | 7602249 | $ 20 |        2  (44s)
  7735000 |  20557.8 |       7062 |      52187 | 7607171 | $  0 |        0  (44s)
  7740000 |  20050.2 |      10437 |      52187 | 7612080 | $110 |        9  (44s)
  7745000 |  19555.2 |       7062 |      52187 | 7617000 | $ 20 |        2  (44s)
  7750000 |  19072.4 |       8250 |      52187 | 7621921 | $ 70 |        5  (44s)
  7755000 |  18601.5 |      12500 |      52187 | 7626842 | $140 |        8  (44s)
  7760000 |  18142.2 |       9093 |      52187 | 7631760 | $120 |        7  (44s)
  7765000 |  17694.3 |       6531 |      52187 | 7636643 | $ 30 |        2  (44s)
  7770000 |  17257.4 |       8062 |      52187 | 7641540 | $ 40 |        2  (44s)
  7775000 |  16831.3 |       7062 |      52187 | 7646451 | $ 70 |        4  (44s)
  7780000 |  16415.7 |       8750 |      52187 | 7651355 | $ 50 |        3  (45s)
  7785000 |  16010.4 |       4937 |      52187 | 7656231 | $ 40 |        3  (45s)
  7790000 |  15615.1 |       7562 |      52187 | 7661125 | $110 |        6  (45s)
  7795000 |  15229.6 |       7562 |      52187 | 7666036 | $ 30 |        1  (45s)
  7800000 |  14853.6 |       7062 |      52187 | 7670917 | $ 30 |        1  (45s)
  7805000 |  14486.8 |      11250 |      52187 | 7675815 | $130 |        8  (45s)
  7810000 |  14129.1 |       4750 |      52187 | 7680715 | $190 |       13  (45s)
  7815000 |  13780.3 |       4250 |      52187 | 7685577 | $ 50 |        4  (45s)
  7820000 |  13440.1 |       8187 |      52187 | 7690486 | $120 |        8  (45s)
  7825000 |  13108.2 |       7062 |      52187 | 7695357 | $110 |        6  (45s)
  7830000 |  12784.6 |       9250 |      52187 | 7700237 | $ 20 |        2  (45s)
  7835000 |  12468.9 |      10812 |      52187 | 7705120 | $140 |        7  (45s)
  7840000 |  12161.1 |       4687 |      52187 | 7710000 | $ 30 |        2  (45s)
  7845000 |  11860.8 |       5750 |      52187 | 7714871 | $120 |        6  (45s)
  7850000 |  11568.0 |       5875 |      52187 | 7719727 | $150 |        8  (45s)
  7855000 |  11282.3 |       9062 |      52187 | 7724558 | $140 |        8  (45s)
  7860000 |  11003.8 |       7062 |      52187 | 7729383 | $  0 |        0  (45s)
  7865000 |  10732.1 |      10000 |      52187 | 7734218 | $130 |       11  (45s)
  7870000 |  10467.1 |       9750 |      52187 | 7739049 | $ 80 |        5  (45s)
  7875000 |  10208.7 |      10250 |      52187 | 7743856 | $130 |        6  (45s)

🔥 RESTART #24 - Reheating! (stuck for 321887 iterations) Temp: 50000.0 (45s)

  7880000 |  49783.2 |       7062 |      52187 | 7748719 | $ 30 |        1  (45s)
  7885000 |  48554.1 |       4468 |      52187 | 7753686 | $ 20 |        2  (45s)
  7890000 |  47355.3 |       8062 |      52187 | 7758656 | $ 80 |        4  (45s)
  7895000 |  46186.1 |      11562 |      52187 | 7763626 | $200 |        7  (45s)
  7900000 |  45045.7 |       7062 |      52187 | 7768586 | $  0 |        0  (45s)
  7905000 |  43933.5 |       9500 |      52187 | 7773540 | $ 30 |        3  (45s)
  7910000 |  42848.8 |       7062 |      52187 | 7778500 | $ 10 |        1  (45s)
  7915000 |  41790.9 |       6437 |      52187 | 7783467 | $ 60 |        5  (45s)
  7920000 |  40759.0 |       9250 |      52187 | 7788420 | $160 |        7  (45s)
  7925000 |  39752.7 |      12125 |      52187 | 7793393 | $ 90 |        7  (45s)
  7930000 |  38771.2 |       7062 |      52187 | 7798356 | $  0 |        0  (45s)
  7935000 |  37813.9 |       7062 |      52187 | 7803310 | $  0 |        0  (45s)
  7940000 |  36880.3 |       9750 |      52187 | 7808271 | $ 20 |        2  (45s)
  7945000 |  35969.7 |       6000 |      52187 | 7813233 | $ 60 |        4  (45s)
  7950000 |  35081.6 |      14500 |      52187 | 7818187 | $160 |       11  (46s)
  7955000 |  34215.4 |       7062 |      52187 | 7823137 | $ 30 |        2  (46s)
  7960000 |  33370.7 |      11500 |      52187 | 7828092 | $ 40 |        4  (46s)
  7965000 |  32546.7 |      11250 |      52187 | 7833037 | $200 |       10  (46s)
  7970000 |  31743.1 |       7562 |      52187 | 7837982 | $150 |       10  (46s)
  7975000 |  30959.4 |       4593 |      52187 | 7842912 | $ 80 |        4  (46s)
  7980000 |  30195.0 |       9062 |      52187 | 7847880 | $ 90 |        3  (46s)
  7985000 |  29449.5 |       8062 |      52187 | 7852805 | $ 50 |        2  (46s)
  7990000 |  28722.4 |       7062 |      52187 | 7857742 | $ 30 |        2  (46s)
  7995000 |  28013.2 |       7062 |      52187 | 7862683 | $ 30 |        3  (46s)
  8000000 |  27321.6 |       8812 |      52187 | 7867636 | $ 80 |        3  (46s)
  8005000 |  26647.0 |       6562 |      52187 | 7872566 | $ 10 |        1  (46s)
  8010000 |  25989.1 |       9437 |      52187 | 7877513 | $ 60 |        4  (46s)
  8015000 |  25347.4 |      10062 |      52187 | 7882435 | $ 40 |        3  (46s)
  8020000 |  24721.6 |       9062 |      52187 | 7887365 | $ 70 |        3  (46s)
  8025000 |  24111.2 |       9750 |      52187 | 7892290 | $ 50 |        4  (46s)
  8030000 |  23515.9 |      11062 |      52187 | 7897228 | $ 90 |        5  (46s)
  8035000 |  22935.3 |       9062 |      52187 | 7902155 | $160 |        8  (46s)
  8040000 |  22369.0 |      12000 |      52187 | 7907080 | $ 80 |        8  (46s)
  8045000 |  21816.7 |       5187 |      52187 | 7912013 | $ 50 |        4  (46s)
  8050000 |  21278.0 |       8812 |      52187 | 7916947 | $120 |        7  (46s)
  8055000 |  20752.7 |       7062 |      52187 | 7921872 | $ 10 |        1  (46s)
  8060000 |  20240.3 |       3125 |      52187 | 7926779 | $ 20 |        2  (46s)
  8065000 |  19740.6 |       7375 |      52187 | 7931700 | $110 |        7  (46s)
  8070000 |  19253.2 |       7062 |      52187 | 7936640 | $ 20 |        1  (46s)
  8075000 |  18777.8 |       7062 |      52187 | 7941554 | $  0 |        0  (46s)
  8080000 |  18314.2 |       8875 |      52187 | 7946473 | $110 |        7  (46s)
  8085000 |  17862.0 |       5750 |      52187 | 7951384 | $ 10 |        1  (46s)
  8090000 |  17421.0 |       5250 |      52187 | 7956295 | $ 80 |        6  (46s)
  8095000 |  16990.9 |       6562 |      52187 | 7961192 | $140 |        7  (46s)
  8100000 |  16571.3 |       4562 |      52187 | 7966093 | $130 |        7  (46s)
  8105000 |  16162.2 |       7062 |      52187 | 7970963 | $ 20 |        2  (46s)
  8110000 |  15763.2 |      12000 |      52187 | 7975871 | $170 |        9  (46s)
  8115000 |  15374.0 |       8562 |      52187 | 7980776 | $130 |        8  (46s)
  8120000 |  14994.4 |      12312 |      52187 | 7985651 | $180 |        7  (46s)
  8125000 |  14624.2 |       7062 |      52187 | 7990553 | $130 |        6  (47s)
  8130000 |  14263.1 |       9250 |      52187 | 7995427 | $ 50 |        5  (47s)
  8135000 |  13910.9 |       5000 |      52187 | 8000296 | $ 60 |        4  (47s)
  8140000 |  13567.5 |       7062 |      52187 | 8005166 | $  0 |        0  (47s)
  8145000 |  13232.5 |       4562 |      52187 | 8010044 | $ 10 |        1  (47s)
  8150000 |  12905.8 |       4468 |      52187 | 8014916 | $160 |        8  (47s)
  8155000 |  12587.1 |       7062 |      52187 | 8019782 | $ 30 |        1  (47s)
  8160000 |  12276.3 |      11750 |      52187 | 8024653 | $ 80 |        4  (47s)
  8165000 |  11973.2 |      13750 |      52187 | 8029533 | $170 |       10  (47s)
  8170000 |  11677.6 |       8062 |      52187 | 8034377 | $ 30 |        1  (47s)
  8175000 |  11389.3 |      11562 |      52187 | 8039195 | $ 80 |        5  (47s)
  8180000 |  11108.1 |       7062 |      52187 | 8044043 | $ 30 |        3  (47s)
  8185000 |  10833.8 |       7062 |      52187 | 8048895 | $ 60 |        3  (47s)
  8190000 |  10566.3 |       7062 |      52187 | 8053775 | $ 40 |        3  (47s)
  8195000 |  10305.5 |       6250 |      52187 | 8058628 | $ 40 |        4  (47s)
  8200000 |  10051.0 |       7562 |      52187 | 8063465 | $ 60 |        2  (47s)

🔥 RESTART #25 - Reheating! (stuck for 321887 iterations) Temp: 50000.0 (47s)

  8205000 |  49014.3 |       7062 |      52187 | 8068393 | $ 70 |        3  (47s)
  8210000 |  47804.2 |      11000 |      52187 | 8073353 | $190 |       10  (47s)
  8215000 |  46623.9 |       7062 |      52187 | 8078315 | $ 40 |        2  (47s)
  8220000 |  45472.7 |       9468 |      52187 | 8083277 | $130 |        7  (47s)
  8225000 |  44350.0 |       7062 |      52187 | 8088228 | $ 70 |        6  (47s)
  8230000 |  43255.0 |       6062 |      52187 | 8093182 | $160 |       11  (47s)
  8235000 |  42187.0 |       7562 |      52187 | 8098137 | $ 40 |        2  (47s)
  8240000 |  41145.4 |      15500 |      52187 | 8103098 | $140 |        9  (47s)
  8245000 |  40129.5 |       7062 |      52187 | 8108049 | $ 90 |        4  (47s)
  8250000 |  39138.7 |       6406 |      52187 | 8113012 | $ 10 |        1  (47s)
  8255000 |  38172.4 |      10468 |      52187 | 8117967 | $140 |        7  (47s)
  8260000 |  37229.9 |      12750 |      52187 | 8122920 | $100 |        4  (47s)
  8265000 |  36310.7 |      14062 |      52187 | 8127879 | $ 90 |        5  (47s)
  8270000 |  35414.2 |       5187 |      52187 | 8132834 | $ 10 |        1  (47s)
  8275000 |  34539.8 |       8187 |      52187 | 8137786 | $ 80 |        5  (47s)
  8280000 |  33687.0 |       8875 |      52187 | 8142741 | $140 |        6  (47s)
  8285000 |  32855.3 |       4750 |      52187 | 8147688 | $ 90 |        4  (47s)
  8290000 |  32044.1 |       7062 |      52187 | 8152633 | $ 30 |        3  (47s)
  8295000 |  31252.9 |       5312 |      52187 | 8157579 | $100 |        7  (47s)
  8300000 |  30481.3 |      10000 |      52187 | 8162522 | $100 |        6  (48s)
  8305000 |  29728.7 |       8000 |      52187 | 8167472 | $ 60 |        4  (48s)
  8310000 |  28994.7 |       7250 |      52187 | 8172412 | $ 90 |        5  (48s)
  8315000 |  28278.8 |       7062 |      52187 | 8177360 | $  0 |        0  (48s)
  8320000 |  27580.6 |       8062 |      52187 | 8182301 | $110 |        6  (48s)
  8325000 |  26899.6 |       9625 |      52187 | 8187242 | $140 |        6  (48s)
  8330000 |  26235.4 |       8062 |      52187 | 8192187 | $ 80 |        3  (48s)
  8335000 |  25587.7 |       7062 |      52187 | 8197121 | $ 10 |        1  (48s)
  8340000 |  24955.9 |      10000 |      52187 | 8202056 | $ 60 |        3  (48s)
  8345000 |  24339.8 |       7562 |      52187 | 8206979 | $ 10 |        1  (48s)
  8350000 |  23738.8 |      10062 |      52187 | 8211924 | $ 40 |        3  (48s)
  8355000 |  23152.7 |       7062 |      52187 | 8216844 | $  0 |        0  (48s)
  8360000 |  22581.0 |       8750 |      52187 | 8221773 | $ 70 |        5  (48s)
  8365000 |  22023.5 |       7062 |      52187 | 8226696 | $ 40 |        4  (48s)
  8370000 |  21479.8 |       6468 |      52187 | 8231621 | $130 |        6  (48s)
  8375000 |  20949.4 |       9062 |      52187 | 8236541 | $190 |        9  (48s)
  8380000 |  20432.2 |       8312 |      52187 | 8241457 | $190 |        9  (48s)
  8385000 |  19927.7 |       7000 |      52187 | 8246378 | $170 |       12  (48s)
  8390000 |  19435.7 |       7062 |      52187 | 8251307 | $ 10 |        1  (48s)
  8395000 |  18955.8 |       5875 |      52187 | 8256232 | $ 50 |        4  (48s)
  8400000 |  18487.8 |      11312 |      52187 | 8261151 | $ 90 |        5  (48s)
  8405000 |  18031.3 |       7062 |      52187 | 8266048 | $ 20 |        2  (48s)
  8410000 |  17586.1 |       9750 |      52187 | 8270962 | $130 |        7  (48s)
  8415000 |  17151.9 |      23250 |      52187 | 8275851 | $100 |        6  (48s)
  8420000 |  16728.4 |       7187 |      52187 | 8280732 | $200 |       10  (48s)
  8425000 |  16315.4 |       4718 |      52187 | 8285616 | $160 |       12  (48s)
  8430000 |  15912.6 |       8062 |      52187 | 8290506 | $ 60 |        3  (48s)
  8435000 |  15519.7 |       5750 |      52187 | 8295414 | $ 70 |        5  (48s)
  8440000 |  15136.5 |       7062 |      52187 | 8300291 | $ 10 |        1  (48s)
  8445000 |  14762.8 |       8750 |      52187 | 8305208 | $200 |       11  (48s)
  8450000 |  14398.3 |       7062 |      52187 | 8310093 | $ 10 |        1  (48s)
  8455000 |  14042.8 |      11562 |      52187 | 8314968 | $100 |        6  (48s)
  8460000 |  13696.1 |       6375 |      52187 | 8319849 | $150 |       12  (48s)
  8465000 |  13357.9 |       7250 |      52187 | 8324703 | $110 |        7  (48s)
  8470000 |  13028.1 |       7562 |      52187 | 8329567 | $110 |        6  (48s)
  8475000 |  12706.4 |       9000 |      52187 | 8334411 | $ 40 |        2  (49s)
  8480000 |  12392.7 |       5062 |      52187 | 8339285 | $ 30 |        2  (49s)
  8485000 |  12086.7 |       8062 |      52187 | 8344162 | $110 |        4  (49s)
  8490000 |  11788.3 |       7062 |      52187 | 8349009 | $ 50 |        3  (49s)
  8495000 |  11497.3 |       9000 |      52187 | 8353859 | $140 |        8  (49s)
